"regulator","TU_prom","Effect","Evidence","Evidence_Level","regulator_id","Promoter","TU","gene_id","Category"
"Lrp","osmY[osmYp]","-","[GEA, RSE, APPHINH, HIFS, APIORCISFBSCS, BPP, CSE]","STRONG","b0889","osmYp","osmY","b4376","TF"
"Lrp","osmY[osmYp2]","-","[GEA, RSE, APPHINH, HIFS, APIORCISFBSCS, BPP, CSE]","STRONG","b0889","osmYp2","osmY","b4376","TF"
"Lrp","ridA[ridAp]","+","[GEA, APPHINH, HIFS, ICWHO, AIBSCS, BPP, CCE]","STRONG","b0889","ridAp","ridA","b4243","TF"
"Lrp","rrsA-ileT-alaT-rrlA-rrfA[rrsAp1]","-","[APPHINH, HIFS, BTEI, BCE, BPP]","STRONG","b0889","rrsAp1","rrsA-ileT-alaT-rrlA-rrfA","b3852,b3853,b3851,b3854,b3855","TF"
"Lrp","rrsA-ileT-alaT-rrlA-rrfA[rrsAp]","-","[APPHINH, HIFS, BTEI, BPP, BCE]","STRONG","b0889","rrsAp","rrsA-ileT-alaT-rrlA-rrfA","b3852,b3853,b3851,b3854,b3855","TF"
"Lrp","rrsB-gltT-rrlB-rrfB[rrsBp1]","-","[IEP, APPHINH, HIFS, BTEI, BPP, GEA]","STRONG","b0889","rrsBp1","rrsB-gltT-rrlB-rrfB","b3969,b3970,b3971,b3968","TF"
"Lrp","rrsB-gltT-rrlB-rrfB[rrsBp]","-","[IEP, APPHINH, HIFS, BTEI, BPP, GEA]","STRONG","b0889","rrsBp","rrsB-gltT-rrlB-rrfB","b3969,b3970,b3971,b3968","TF"
"Lrp","rrsC-gltU-rrlC-rrfC[rrsCp1]","-","[IDA, APPHINH, HIFS, BTEI, BPP]","STRONG","b0889","rrsCp1","rrsC-gltU-rrlC-rrfC","b3757,b3758,b3759,b3756","TF"
"Lrp","rrsC-gltU-rrlC-rrfC[rrsCp]","-","[IDA, APPHINH, HIFS, BTEI, BPP]","STRONG","b0889","rrsCp","rrsC-gltU-rrlC-rrfC","b3757,b3758,b3759,b3756","TF"
"Lrp","rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF[rrsDp1]","-","[GEA, APPHINH, HIFS, BTEI, BPP]","STRONG","b0889","rrsDp1","rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF","b3272,b3273,b3274,b3275,b3276,b3277,b3278","TF"
"Lrp","rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF[rrsDp]","-","[GEA, APPHINH, HIFS, BTEI, BPP]","STRONG","b0889","rrsDp","rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF","b3272,b3273,b3274,b3275,b3276,b3277,b3278","TF"
"Lrp","rrsE-gltV-rrlE-rrfE[rrsEp1]","-","[GEA, APPHINH, HIFS, BTEI, BPP]","STRONG","b0889","rrsEp1","rrsE-gltV-rrlE-rrfE","b4008,b4009,b4010,b4007","TF"
"Lrp","rrsE-gltV-rrlE-rrfE[rrsEp3]","-","[GEA, APPHINH, HIFS, BTEI, BPP]","STRONG","b0889","rrsEp3","rrsE-gltV-rrlE-rrfE","b4008,b4009,b4010,b4007","TF"
"Lrp","rrsG-gltW-rrlG-rrfG[rrsGp1]","-","[GEA, APPHINH, HIFS, BTEI, BPP]","STRONG","b0889","rrsGp1","rrsG-gltW-rrlG-rrfG","b2588,b2589,b2590,b2591","TF"
"Lrp","rrsG-gltW-rrlG-rrfG[rrsGp]","-","[GEA, APPHINH, HIFS, BTEI, BPP]","STRONG","b0889","rrsGp","rrsG-gltW-rrlG-rrfG","b2588,b2589,b2590,b2591","TF"
"Lrp","rrsH-ileV-alaV-rrlH-rrfH[rrsHp1]","-","[GEA, APPHINH, HIFS, BTEI, BPP]","STRONG","b0889","rrsHp1","rrsH-ileV-alaV-rrlH-rrfH","b0202,b0203,b0204,b0205,b0201","TF"
"Lrp","rrsH-ileV-alaV-rrlH-rrfH[rrsHp]","-","[GEA, APPHINH, HIFS, BTEI, BPP]","STRONG","b0889","rrsHp","rrsH-ileV-alaV-rrlH-rrfH","b0202,b0203,b0204,b0205,b0201","TF"
"Lrp","sdaA[sdaAp]","-","[RSE, APPHINH, HIFS, BTEI, BPP]","STRONG","b0889","sdaAp","sdaA","b1814","TF"
"Lrp","serA[serAp2]","-","[GEA, APPHINH, HIFS, BTEI, BPP]","STRONG","b0889","serAp2","serA","b2913","TF"
"Lrp","serA[serAp1]","+","[GEA, RSE, APPHINH, HIFS, BTEI, BPP]","STRONG","b0889","serAp1","serA","b2913","TF"
"Lrp","serC[serCp1]","+","[EME, GEA, RSE, APPHINH, HIFS, BTEI, LTED, AIBSPD, APIORCISFBSCS, CCE, CSE, SM]","STRONG","b0889","serCp1","serC","b0907","TF"
"Lrp","serC-aroA[serCp1]","+","[EME, GEA, RSE, APPHINH, HIFS, BTEI, CV(LTED/PM), LTED, PM, AIBSPD, APIORCISFBSCS, CCE, CSE, SM]","CONFIRMED","b0889","serCp1","serC-aroA","b0907,b0908","TF"
"Lrp","ssrS[ssrSp1]","-","[GEA, APPHINH, HIFS, BTEI, BPP]","STRONG","b0889","ssrSp1","ssrS","b2911","TF"
"Lrp","ssrS[ssrSp2]","-","[GEA, APPHINH, HIFS, BTEI, LTED, BPP]","STRONG","b0889","ssrSp2","ssrS","b2911","TF"
"Lrp","ssrS[ssrSp]","-","[GEA, APPHINH, HIFS, BTEI, LTED, BPP]","STRONG","b0889","ssrSp","ssrS","b2911","TF"
"Lrp","ssrS-ygfA[ssrSp1]","-","[GEA, APPHINH, HIFS, LTED, BPP]","STRONG","b0889","ssrSp1","ssrS-ygfA","b2911,b2912","TF"
"Lrp","ssrS-ygfA[ssrSp2]","-","[GEA, APPHINH, HIFS, LTED, BPP]","STRONG","b0889","ssrSp2","ssrS-ygfA","b2911,b2912","TF"
"Lrp","ssrS-ygfA[ssrSp]","-","[GEA, APPHINH, HIFS, LTED, BPP]","STRONG","b0889","ssrSp","ssrS-ygfA","b2911,b2912","TF"
"Lrp","stpA[stpAp1]","+","[GEA, RSE, APPHINH, HIFS, LTED, APIORCISFBSCS, BCE, BPP, CSE]","STRONG","b0889","stpAp1","stpA","b2669","TF"
"Lrp","yeiL[yeiLp]","+","[GEA, APPHINH, HIFS, APIORCISFBSCS]","STRONG","b0889","yeiLp","yeiL","b2163","TF"
"Lrp","yojI[yojIp]","+","[GEA, APPHINH, HIFS, ICWHO, ICWHO]","STRONG","b0889","yojIp","yojI","b2211","TF"
"LsrR","lsrACDBFG-tam[lsrAp]","-","[GEA, APPH, IEP, IPI, IHBCE, ITCR, LTED, BPP, SM]","STRONG","b1512","lsrAp","lsrACDBFG-tam","b1513,b1514,b1515,b1516,b1517,b1518,b1519","TF"
"LsrR","lsrRK[lsrRp]","-","[GEA, APPH, IEP, IPI, LTED, BPP, SM]","STRONG","b1512","lsrRp","lsrRK","b1511,b1512","TF"
"LysR","lysA[lysAp]","+","[GEA, IE, BPP]","STRONG","b2839","lysAp","lysA","b2838","TF"
"LysR","lysR[lysRp]","-","[GEA, IE, BPP]","STRONG","b2839","lysRp","lysR","b2839","TF"
"MalI","malI[malIp]","-","[GEA, HIFS, ICA, IEP, BTEI, BCE, SM]","STRONG","b1620","malIp","malI","b1620","TF"
"MalI","malXY[malXp]","-","[GEA, HIFS, ICA, IEP, BTEI, PM, BCE, SM]","STRONG","b1620","malXp","malXY","b1621,b1622","TF"
"MalT","malEFGH[malEp]","+","[APPH, ITCR, LTED, APIORCISFBSCS, BPP, SM, AIBSCS]","STRONG","b3418","malEp","malEFGH","b4807,b4032,b4033,b4034","TF"
"MalT","malK-lamB-malM[malKp]","+","[APPH, AIBSCS, BPP, SM, APIORCISFBSCS]","STRONG","b3418","malKp","malK-lamB-malM","b4035,b4036,b4037","TF"
"MalT","malPQ[malPp]","+","[APPH, AIBSCS, BPP, SM]","STRONG","b3418","malPp","malPQ","b3416,b3417","TF"
"MalT","malS[malSp]","+","[APPH, AISGDTU, AIBSCS, BCE]","STRONG","b3418","malSp","malS","b3571","TF"
"MalT","malZ[malZp]","+","[APPH, BTEI, AIBSCS]","STRONG","b3418","malZp","malZ","b0403","TF"
"MarA","acnA[acnAp2]","+","[GEA, IE, LTED, APIORCISFBSCS, BPP, CEEUMA, IHBCE]","STRONG","b1531","acnAp2","acnA","b4741,b1276","TF"
"MarA","acrAB[acrAp]","+","[GEA, IE, IEP, ITCR, LTED, AIBSCS, APIORCISFBSCS, BPP]","STRONG","b1531","acrAp","acrAB","b0462,b0463","TF"
"MarA","acrZ[acrZp]","+","[GEA, IE, ICWHO, IHBCE]","WEAK","b1531","acrZp","acrZ","b0762","TF"
"MarA","aldA[aldAp]","+","[GEA, IE, LTED, AIBSCS]","STRONG","b1531","aldAp","aldA","b1415","TF"
"MarA","decR[decRp]","+","[IE, ICWHO, AIBSCS]","WEAK","b1531","decRp","decR","b0447","TF"
"MarA","fpr[fprp]","+","[GEA, IE, AIBSCS, APIORCISFBSCS, BPP]","STRONG","b1531","fprp","fpr","b3924","TF"
"MarA","fumC[fumCp2]","+","[GEA, IE, BPP]","STRONG","b1531","fumCp2","fumC","b1611","TF"
"MarA","hdeAB-yhiD[hdeAp]","-","[APPH, GEA, IE, ITCR, LTED, APIORCISFBSCS, APPH, SM]","STRONG","b1531","hdeAp","hdeAB-yhiD","b3508,b3509,b3510","TF"
"MarA","hdeAB-yhiD[hdeAp2]","-","[APPH, GEA, IE, ITCR, LTED, APIORCISFBSCS, APPH, SM]","STRONG","b1531","hdeAp2","hdeAB-yhiD","b3508,b3509,b3510","TF"
"MarA","inaA[inaAp]","+","[GEA, IE, APIORCISFBSCS, BPP]","STRONG","b1531","inaAp","inaA","b2237","TF"
"MarA","lacZYA[lacZp1]","-","[GEA, IE, BTEI, LTED, BPP, SM]","STRONG","b1531","lacZp1","lacZYA","b0342,b0343,b0344","TF"
"MarA","marRAB[marRp]","+","[GEA, IE, BTEI, IEP, ITCR, LTED, AIBSCS, APIORCISFBSCS, BPP, SM]","STRONG","b1531","marRp","marRAB","b1531,b1530,b1532","TF"
"MarA","micF[micFp1]","+","[GEA, IE, BTEI, LTED, AIBSCS, APIORCISFBSCS, BPP]","STRONG","b1531","micFp1","micF","b4439","TF"
"MarA","micF[micFp2]","+","[GEA, IE, BTEI, LTED, AIBSCS, APIORCISFBSCS, BPP]","STRONG","b1531","micFp2","micF","b4439","TF"
"MarA","mlaFEDCB[mlaFp2]","+","[GEA, IE, ICWHO, PAGTSBP, BPP, ICWHO]","STRONG","b1531","mlaFp2","mlaFEDCB","b3192,b3191,b3193,b3194,b3195","TF"
"MarA","nfo[nfop]","+","[GEA, IE, APIORCISFBSCS]","WEAK","b1531","nfop","nfo","b2159","TF"
"MarA","nfsB[nfsBp]","+","[GEA, IE, ICWHO, APIORCISFBSCS, BPP]","STRONG","b1531","nfsBp","nfsB","b0578","TF"
"MarA","poxB[poxBp1]","+","[GEA, IE, IEP, APIORCISFBSCS]","WEAK","b1531","poxBp1","poxB","b0871","TF"
"MarA","poxB[poxBp2]","+","[GEA, IE, IEP, APIORCISFBSCS]","WEAK","b1531","poxBp2","poxB","b0871","TF"
"MarA","pqiABC[pqiAp1]","+","[GEA, IE, PM, APIORCISFBSCS, BPP]","STRONG","b1531","pqiAp1","pqiABC","b0950,b0952,b0951","TF"
"MarA","pqiABC[pqiAp3]","+","[GEA, IE, PM, APIORCISFBSCS, BPP]","STRONG","b1531","pqiAp3","pqiABC","b0950,b0952,b0951","TF"
"MarA","purA[purAp]","-","[GEA, IE, LTED, APIORCISFBSCS, BPP, SM]","STRONG","b1531","purAp","purA","b4177","TF"
"MarA","putA[putAp]","+","[GEA, IE, BPP]","STRONG","b1531","putAp","putA","b1014","TF"
"MarA","rfaYZ[waaYp]","+","[GEA, IE, LTED, APIORCISFBSCS]","STRONG","b1531","waaYp","rfaYZ","b3624,b3625","TF"
"MarA","rob[robp]","-","[GEA, IE, AISGDTU, LTED, APIORCISFBSCS, BPP, SM]","STRONG","b1531","robp","rob","b4396","TF"
"MarA","slp-dctR[slpp]","-","[GEA, IE, ITCR, LTED, APIORCISFBSCS]","STRONG","b1531","slpp","slp-dctR","b3507,b3506","TF"
"MarA","sodA[sodAp]","+","[IE, BTEI, APIORCISFBSCS, BPP]","STRONG","b1531","sodAp","sodA","b3908","TF"
"MarA","tolC-ygiBC[tolCp4]","+","[GEA, IE, LTED, AIBSCS]","STRONG","b1531","tolCp4","tolC-ygiBC","b3037,b3035,b3038","TF"
"MarA","tolC-ygiBC[tolCp3]","+","[AIBSCS, GEA, IE, LTED, AIBSCS]","STRONG","b1531","tolCp3","tolC-ygiBC","b3037,b3035,b3038","TF"
"MarA","xseA[xseAp]","+","[GEA, IE, BPP, ICWHO]","STRONG","b1531","xseAp","xseA","b2509","TF"
"MarA","ybjC-nfsA-rimK-ybjN[ybjCp]","+","[GEA, IE, IEP, ITCR, LTED, AIBSCS, APIORCISFBSCS, CEEUMA, RSE]","STRONG","b1531","ybjCp","ybjC-nfsA-rimK-ybjN","b0850,b0851,b0852,b0853","TF"
"MarA","ycgZ-ymgA-ariR-ymgC[ycgZp]","+","[IE, LTED, AIBSCS, BPP, CSE, SM]","STRONG","b1531","ycgZp","ycgZ-ymgA-ariR-ymgC","b1164,b1165,b1166,b1167","TF"
"MarA","ycgZ-ymgA-ariR-ymgC[ycgZp2]","+","[IE, LTED, AIBSCS, BPP, CSE, SM]","STRONG","b1531","ycgZp2","ycgZ-ymgA-ariR-ymgC","b1164,b1165,b1166,b1167","TF"
"MarA","yncE[yncEp]","+","[GEA, IE, AISGDTU, APIORCISFBSCS]","WEAK","b1531","yncEp","yncE","b1452","TF"
"MarA","zwf[zwfp]","+","[GEA, IE, APIORCISFBSCS, BPP]","STRONG","b1531","zwfp","zwf","b1852","TF"
"MarR","marRAB[marRp]","-","[GEA, APPH, BTEI, IEP, ITCR, LTED, AIBSCS, APIORCISFBSCS, BPP, GS, SM]","STRONG","b1530","marRp","marRAB","b1531,b1530,b1532","TF"
"MatA","ecpA[ecpAp]","+","[AIFS, APPHINH, IEP, ICWHO, BPP]","STRONG","b0294","ecpAp","ecpA","b0293","TF"
"MatA","ecpR[ecpRp]","+","[AIFS, APPHINH, IEP, ICWHO, BPP]","STRONG","b0294","ecpRp","ecpR","b0294","TF"
"MatA","flhDC[flhDp]","-","[GEA, AIFS, APPHINH, IEP, LTED, BPP]","STRONG","b0294","flhDp","flhDC","b1891,b1892","TF"
"MatA","flhDC[flhDp2]","-","[GEA, AIFS, APPHINH, IEP, BPP]","STRONG","b0294","flhDp2","flhDC","b1891,b1892","TF"
"MatA","fliAZY[fliAp1]","-","[AIFS, APPHINH, IEP, LTED, BPP]","STRONG","b0294","fliAp1","fliAZY","b1921,b1920,b1922","TF"
"MatA","fliC[fliCp]","-","[AIFS, APPHINH, IEP, ICWHO, LTED, BPP]","STRONG","b0294","fliCp","fliC","b4827,b1923","TF"
"MazE","mazEFG[mazEp1]","-","[BCE, GEA, SM, IE, ITCR, LTED, PAGTSBP, BCE, SM]","STRONG","b2783","mazEp1","mazEFG","b2781,b2782,b2783","TF"
"MazE","mazEFG[mazEp2]","-","[GEA, IE, ITCR, LTED, PAGTSBP, BCE, SM]","STRONG","b2783","mazEp2","mazEFG","b2781,b2782,b2783","TF"
"MazE-MazF","mazEFG[mazEp1]","-","[BCE, GEA, SM, IE, ITCR, LTED, PAGTSBP, BCE, SM]","STRONG","b2782,b2783","mazEp1","mazEFG","b2781,b2782,b2783","TF"
"MazE-MazF","mazEFG[mazEp2]","-","[GEA, IE, ITCR, LTED, PAGTSBP, BCE, SM]","STRONG","b2782,b2783","mazEp2","mazEFG","b2781,b2782,b2783","TF"
"McbR","mcbA[mcbAp5]","-","[GEA, AIFS, APPPHH, AUP, IEP, ICWHO, BPP]","STRONG","b1450","mcbAp5","mcbA","b0806","TF"
"McbR","rmf[rmfp]","+","[GEA, AIFS, APPPHH, AUP, IEP, BTEI, ICWHO, BPP]","STRONG","b1450","rmfp","rmf","b0953","TF"
"McbR","rsd[rsdp2]","+","[GEA, AIFS, APPPHH, AUP, IEP, ICWHO, BPP]","STRONG","b1450","rsdp2","rsd","b3995","TF"
"McbR","yciG[yciGp]","+","[GEA, AIFS, APPPHH, AUP, IEP, BTEI, BPP]","STRONG","b1450","yciGp","yciG","b1259","TF"
"McbR","yciGFE[yciGp]","+","[GEA, AIFS, APPPHH, AUP, IEP, BTEI, ITCR, BPP]","STRONG","b1450","yciGp","yciGFE","b1257,b1258,b1259","TF"
"MelR","melAB[melAp]","+","[GEA, APPH, IEP, IMP, BTEI, APIORCISFBSCS, BPP, SM]","STRONG","b4118","melAp","melAB","b4119,b4120","TF"
"MelR","melR[melRp]","+","[GEA, APPH, IEP, IMP, BTEI, BPP, SM, APIORCISFBSCS]","STRONG","b4118","melRp","melR","b4118","TF"
"MetJ","ahpCF[ahpCp1]","-","[APPHINH, HIFS, IPI, PAGTSBP, AIBSCS]","STRONG","b3938","ahpCp1","ahpCF","b0605,b0606","TF"
"MetJ","folE-yeiB[folEp]","-","[GEA, APPHINH, HIFS, IPI, ICWHO, AIBSCS, BPP]","STRONG","b3938","folEp","folE-yeiB","b2152,b2153","TF"
"MetJ","metA[metAp1]","-","[GEA, APPHINH, HIFS, IPI, LTED, AIBSCS, BCE, BPP]","STRONG","b3938","metAp1","metA","b4013","TF"
"MetJ","metBL[metBp]","-","[GEA, APPHINH, HIFS, IPI, PM, AIBSCS]","STRONG","b3938","metBp","metBL","b3939,b3940","TF"
"MetJ","metC[metCp]","-","[APPHINH, HIFS, IPI, BPP]","STRONG","b3938","metCp","metC","b3008","TF"
"MetJ","metE[metEp]","-","[APPHINH, HIFS, IPI, BPP]","STRONG","b3938","metEp","metE","b3829","TF"
"MetJ","metF[metFp]","-","[APPHINH, HIFS, IPI, AIBSCS, BCE, SM]","STRONG","b3938","metFp","metF","b3941","TF"
"MetJ","metK[metKp]","-","[APPHINH, HIFS, IPI, ICWHO, AIBSCS]","STRONG","b3938","metKp","metK","b2942","TF"
"MetJ","metK[metKp2]","-","[APPHINH, HIFS, IPI, ICWHO, AIBSCS]","STRONG","b3938","metKp2","metK","b2942","TF"
"MetJ","metNIQ[metNp]","-","[APPHINH, HIFS, IPI, IEP, ITCR, AIBSCS, APIORCISFBSCS, GEA]","STRONG","b3938","metNp","metNIQ","b0197,b0198,b0199","TF"
"MetJ","metR[metRp1]","-","[APPHINH, HIFS, IPI, BPP]","STRONG","b3938","metRp1","metR","b3828","TF"
"MetJ","metR[metRp2]","-","[APPHINH, HIFS, IPI, BPP]","STRONG","b3938","metRp2","metR","b3828","TF"
"MetR","glyA[glyAp]","+","[GEA, APPHINH, HIFS, IEP, APIORCISFBSCS, BPP, SM, IMP]","STRONG","b3828","glyAp","glyA","b2551","TF"
"MetR","hmp[hmpp]","+","[GEA, IMP, APPHINH, HIFS, IEP, AISGDTU, BTEI, APIORCISFBSCS, BPP, SM]","STRONG","b3828","hmpp","hmp","b2552","TF"
"MetR","metE[metEp]","+","[GEA, APPHINH, HIFS, IEP, APIORCISFBSCS, BPP]","STRONG","b3828","metEp","metE","b3829","TF"
"MetR","metH[metHp1]","+","[GEA, APPHINH, HIFS, IEP, APIORCISFBSCS]","STRONG","b3828","metHp1","metH","b4019","TF"
"MetR","metR[metRp1]","-","[GEA, APPHINH, HIFS, IEP, APIORCISFBSCS, BPP]","STRONG","b3828","metRp1","metR","b3828","TF"
"MetR","metR[metRp2]","-","[GEA, APPHINH, HIFS, IEP, APIORCISFBSCS, BPP]","STRONG","b3828","metRp2","metR","b3828","TF"
"MhpR","mhpABCDFE[mhpAp]","+","[GEA, HIFS, IEP, IEP, ITCR, APIORCISFBSCS, BCE, SM]","STRONG","b0346","mhpAp","mhpABCDFE","b0347,b0348,b0349,b0350,b0351,b0352","TF"
"Mlc","malT[malTp]","-","[GEA, APPH, BCE, BTEI, APIORCISFBSCS, BCE]","STRONG","b1594","malTp","malT","b3418","TF"
"Mlc","manXYZ[manXp]","-","[GEA, APPH, BCE, BCE]","STRONG","b1594","manXp","manXYZ","b1817,b1818,b1819","TF"
"Mlc","mlc[mlcp1]","-","[GEA, APPH, BCE, ICWHO, APIORCISFBSCS, BCE]","STRONG","b1594","mlcp1","mlc","b1594","TF"
"Mlc","mlc-ynfK[mlcp2]","-","[GEA, APPH, BCE, ICWHO, ITCR, APIORCISFBSCS, BCE]","STRONG","b1594","mlcp2","mlc-ynfK","b1594,b1593","TF"
"Mlc","mlc-ynfK[mlcp]","-","[GEA, APPH, BCE, ICWHO, ITCR, APIORCISFBSCS, BCE]","STRONG","b1594","mlcp","mlc-ynfK","b1594,b1593","TF"
"Mlc","ptsG[ptsGp1]","-","[GEA, APPH, BCE, BTEI, APIORCISFBSCS, BPP]","STRONG","b1594","ptsGp1","ptsG","b1101","TF"
"Mlc","ptsG[ptsGp2]","-","[GEA, APPH, BCE, BTEI, APIORCISFBSCS, BPP]","STRONG","b1594","ptsGp2","ptsG","b1101","TF"
"Mlc","ptsHI-crr[ptsHp4]","-","[GEA, APPH, BCE, BTEI, LTED, APIORCISFBSCS, BPP]","STRONG","b1594","ptsHp4","ptsHI-crr","b2415,b2416,b2417","TF"
"Mlc","ptsHI-crr[ptsHp]","-","[GEA, APPH, BCE, BTEI, LTED, APIORCISFBSCS, BPP]","STRONG","b1594","ptsHp","ptsHI-crr","b2415,b2416,b2417","TF"
"MlrA","cadC[cadCp]","+","[AIFS, APPHINH, IEP, IHBCE, APIORCISFBSCS, BPP]","STRONG","b2127","cadCp","cadC","b4133","TF"
"MlrA","csgDEFG[csgDp1]","+","[GEA, AIFS, APPHINH, IEP, IHBCE, BTEI, PAGTSBP, BPP]","STRONG","b2127","csgDp1","csgDEFG","b1040,b1037,b1038,b1039","TF"
"MlrA","csgDEFG[csgDp3]","+","[GEA, AIFS, APPHINH, IEP, IHBCE, BTEI, PAGTSBP, BPP]","STRONG","b2127","csgDp3","csgDEFG","b1040,b1037,b1038,b1039","TF"
"MlrA","ibaG[ibaGp2]","+","[AIFS, APPHINH, IEP, IHBCE, ICWHO, APIORCISFBSCS, BPP]","STRONG","b2127","ibaGp2","ibaG","b3190","TF"
"MlrA","rplU-rpmA[rplUp]","+","[AIFS, APPHINH, IEP, IHBCE, APIORCISFBSCS, BPP]","STRONG","b2127","rplUp","rplU-rpmA","b3185,b3186","TF"
"MlrA","rplU-rpmA-yhbE-obgE[rplUp]","+","[AIFS, APPHINH, IEP, IHBCE, ITCR, LTED, APIORCISFBSCS, BPP]","STRONG","b2127","rplUp","rplU-rpmA-yhbE-obgE","b3183,b3184,b3185,b3186","TF"
"MngR","mngAB[mngAp]","-","[APIORCISFBSCS, BPP, APPHINH, HIFS, IEP, BTEI, APIORCISFBSCS, BPP, GEA]","STRONG","b0730","mngAp","mngAB","b0731,b0732","TF"
"MngR","mngR[mngRp]","-","[GEA, APPHINH, HIFS, IEP, APIORCISFBSCS, BPP]","STRONG","b0730","mngRp","mngR","b0730","TF"
"MntR","dps[dpsp]","-","[GEA, HIFS, IEP, IHBCE, IPI, APIORCISFBSCS]","WEAK","b0817","dpsp","dps","b0812","TF"
"MntR","dps[dpsp2]","-","[GEA, HIFS, IEP, IHBCE, IPI, APIORCISFBSCS]","WEAK","b0817","dpsp2","dps","b0812","TF"
"MntR","mntH[mntHp]","-","[GEA, HIFS, IEP, IHBCE, IPI, AISGDTU, AIBSCS, BPP]","STRONG","b0817","mntHp","mntH","b2392","TF"
"MntR","mntP[mntPp]","+","[GEA, HIFS, IEP, IHBCE, IPI, ICWHO, LTED, APIORCISFBSCS]","STRONG","b0817","mntPp","mntP","b1821","TF"
"MntR","rybA-mntS[rybAp]","-","[GEA, HIFS, IEP, IHBCE, IPI, BTEI, LTED, APIORCISFBSCS]","STRONG","b0817","rybAp","rybA-mntS","b4416,b4705","TF"
"ModE","deoCABD[deoCp2]","-","[GEA, APPHINH, AUPEINH, HIFS, LTED, APIORCISFBSCS, BPP]","STRONG","b0761","deoCp2","deoCABD","b4381,b4382,b4383,b4384","TF"
"ModE","dmsABC[dmsAp2]","-","[GEA, APPHINH, AUPEINH, HIFS, APIORCISFBSCS, BPP, SM]","STRONG","b0761","dmsAp2","dmsABC","b0894,b0895,b0896","TF"
"ModE","hycABCDEFGHI[hycAp]","+","[GEA, APPHINH, AUPEINH, HIFS, BTEI, BPP]","STRONG","b0761","hycAp","hycABCDEFGHI","b2725,b2718,b2717,b2719,b2720,b2721,b2722,b2723,b2724","TF"
"ModE","moaABCDE[moaAp2]","+","[GEA, APPHINH, AUPEINH, HIFS, BPP]","STRONG","b0761","moaAp2","moaABCDE","b0781,b0782,b0783,b0784,b0785","TF"
"ModE","modABC[modAp2]","-","[GEA, APPHINH, AUPEINH, HIFS, BPP, SM]","STRONG","b0761","modAp2","modABC","b0763,b0764,b0765","TF"
"ModE","napFDAGHBC-ccmABCDEFGH[napFp1]","+","[GEA, APPHINH, AUPEINH, HIFS, APIORCISFBSCS, BPP, SM]","STRONG","b0761","napFp1","napFDAGHBC-ccmABCDEFGH","b2196,b2208,b2207,b2194,b2195,b2197,b2198,b2199,b2200,b2201,b2202,b2203,b2204,b2205,b2206","TF"
"ModE","napFDAGHBC-ccmABCDEFGH[napFp2]","+","[GEA, APPHINH, AUPEINH, HIFS, APIORCISFBSCS, BPP, SM]","STRONG","b0761","napFp2","napFDAGHBC-ccmABCDEFGH","b2196,b2208,b2207,b2194,b2195,b2197,b2198,b2199,b2200,b2201,b2202,b2203,b2204,b2205,b2206","TF"
"ModE","narXL[narXp]","+","[GEA, APPHINH, AUPEINH, HIFS, APIORCISFBSCS, BPP]","STRONG","b0761","narXp","narXL","b1221,b1222","TF"
"ModE","oppABCDF[oppAp]","-","[GEA, APPHINH, AUPEINH, HIFS, ITCR, BPP]","STRONG","b0761","oppAp","oppABCDF","b1243,b1244,b1245,b1246,b1247","TF"
"MprA","acrAB[acrAp]","-","[APPH, IDA, IEP, ITCR, LTED, AIBSCS]","STRONG","b2684","acrAp","acrAB","b0462,b0463","TF"
"MprA","emrRAB[mprAp]","-","[APPH, IDA, PM, BPP]","STRONG","b2684","mprAp","emrRAB","b2684,b2685,b2686","TF"
"MprA","nmpC[nmpCp]","-","[APPH, IDA, LTED, AIBSCS]","STRONG","b2684","nmpCp","nmpC","b0553","TF"
"MqsA","csgDEFG[csgDp1]","-","[GEA, AIFS, APPHINH, APPPINH, BTEI, PAGTSBP, APIORCISFBSCS, BPP]","STRONG","b3021","csgDp1","csgDEFG","b1040,b1037,b1038,b1039","TF"
"MqsA","csgDEFG[csgDp3]","-","[GEA, AIFS, APPHINH, APPPINH, BTEI, PAGTSBP, APIORCISFBSCS, BPP]","STRONG","b3021","csgDp3","csgDEFG","b1040,b1037,b1038,b1039","TF"
"MqsA","cspD[cspDp]","-","[GEA, AIFS, APPHINH, APPPINH, BTEI, BPP]","STRONG","b3021","cspDp","cspD","b0880","TF"
"MqsA","mqsRA[mqsRp1]","-","[GEA, AIFS, APPHINH, APPPINH, ICWHO, LTED, APIORCISFBSCS, BPP, IHBCE]","STRONG","b3021","mqsRp1","mqsRA","b3021,b3022","TF"
"MqsA","rpoS[rpoSp]","-","[GEA, AIFS, APPHINH, APPPINH, PM, BPP, IHBCE, SM]","STRONG","b3021","rpoSp","rpoS","b2741","TF"
"MraZ","mioC[mioCp]","-","[GEA, APPHINH, HIFS, IEP, IPI, ICWHO, BPP, AIBSCS]","STRONG","b0081","mioCp","mioC","b3742","TF"
