"","ProbeName","Count","Count.gbkey","Gbkeys","IDs","ECKnbs","JWnbs","Bnbs","IStag"
"2501","tadA",1,1,"CDS","cds-BAE76735.1","ECK2557","JW2543","b2559",FALSE
"2502","yfhB",1,1,"CDS","cds-BAE76736.1","ECK2558","JW5408","b2560",FALSE
"2503","yfhH",1,1,"CDS","cds-BAE76737.1","ECK2559","JW2545","b2561",FALSE
"2504","yfhL",1,1,"CDS","cds-BAE76738.1","ECK2560","JW2546","b2562",FALSE
"2505","acpS",1,1,"CDS","cds-BAE76739.1","ECK2561","JW2547","b2563",FALSE
"2506","pdxJ",1,1,"CDS","cds-BAE76740.1","ECK2562","JW2548","b2564",FALSE
"2507","recO",1,1,"CDS","cds-BAE76741.1","ECK2563","JW2549","b2565",FALSE
"2508","era",1,1,"CDS","cds-BAE76742.1","ECK2564","JW2550","b2566",FALSE
"2509","rnc",1,1,"CDS","cds-BAE76743.1","ECK2565","JW2551","b2567",FALSE
"2510","lepB",1,1,"CDS","cds-BAE76744.1","ECK2566","JW2552","b2568",FALSE
"2511","lepA",1,1,"CDS","cds-BAE76745.1","ECK2567","JW2553","b2569",FALSE
"2512","rseC",1,1,"CDS","cds-BAE76746.1","ECK2568","JW2554","b2570",FALSE
"2513","rseB",1,1,"CDS","cds-BAE76747.1","ECK2569","JW2555","b2571",FALSE
"2514","rseA",1,1,"CDS","cds-BAE76748.1","ECK2570","JW2556","b2572",FALSE
"2515","rpoE",1,1,"CDS","cds-BAE76749.1","ECK2571","JW2557","b2573",FALSE
"2516","nadB",1,1,"CDS","cds-BAE76750.1","ECK2572","JW2558","b2574",FALSE
"2517","yfiC",1,1,"CDS","cds-BAE76751.1","ECK2573","JW2559","b2575",FALSE
"2518","srmB",1,1,"CDS","cds-BAE76752.1","ECK2574","JW2560","b2576",FALSE
"2519","yfiE",1,1,"CDS","cds-BAA20920.2","ECK2575","JW2561","b2577",FALSE
"2520","yfiK",1,1,"CDS","cds-BAA16464.1","ECK2576","JW2562","b2578",FALSE
"2521","yfiD",1,1,"CDS","cds-BAA16465.1","ECK2577","JW2563","b2579",FALSE
"2522","ung",1,1,"CDS","cds-BAA16466.1","ECK2578","JW2564","b2580",FALSE
"2523","yfiF",1,1,"CDS","cds-BAA16467.2","ECK2579","JW2565","b2581",FALSE
"2524","trxC",1,1,"CDS","cds-BAA16469.2","ECK2580","JW2566","b2582",FALSE
"2525","yfiP",1,1,"CDS","cds-BAE76753.1","ECK2581","JW5409","b2583",FALSE
"2526","yfiQ",1,1,"CDS","cds-BAE76754.1","ECK2582","JW2568","b2584",FALSE
"2527","pssA",1,1,"CDS","cds-BAA16470.2","ECK2583","JW2569","b2585",FALSE
"2528","yfiM",1,1,"CDS","cds-BAA16471.1","ECK2584","JW2570","b2586",FALSE
"2529","kgtP",1,1,"CDS","cds-BAA16472.1","ECK2585","JW2571","b2587",FALSE
"2530","rrfG",1,2,"rRNA,rRNA","rna-rrfG,exon-rrfG-1","ECK2586","JWR0051","b2588",FALSE
"2531","rrlG",1,2,"rRNA,rRNA","rna-rrlG,exon-rrlG-1","ECK2587","JWR0052","b2589",FALSE
"2532","gltW",1,2,"tRNA,tRNA","rna-gltW,exon-gltW-1","ECK2588","JWR0053","b2590",FALSE
"2533","rrsG",1,2,"rRNA,rRNA","rna-rrsG,exon-rrsG-1","ECK2589","JWR0054","b2591",FALSE
"2534","clpB",1,1,"CDS","cds-BAA16476.1","ECK2590","JW2573","b2592",FALSE
"2535","yfiH",1,1,"CDS","cds-BAA16477.1","ECK2591","JW2575","b2593",FALSE
"2536","rluD",1,1,"CDS","cds-BAA16479.2","ECK2592","JW2576","b2594",FALSE
"2537","yfiO",1,1,"CDS","cds-BAA16480.1","ECK2593","JW2577","b2595",FALSE
"2538","yfiA",1,1,"CDS","cds-BAA16481.1","ECK2594","JW2578","b2597",FALSE
"2539","pheA",1,1,"CDS","cds-BAA16484.1","ECK2596","JW2580","b2599",FALSE
"2540","tyrA",1,1,"CDS","cds-BAA16485.2","ECK2597","JW2581","b2600",FALSE
"2541","aroF",1,1,"CDS","cds-BAA16487.1","ECK2598","JW2582","b2601",FALSE
"2542","yfiL",1,1,"CDS","cds-BAA16488.1","ECK2599","JW5412","b2602",FALSE
"2543","yfiR",1,1,"CDS","cds-BAE76756.1","ECK2600","JW2584","b2603",FALSE
"2544","yfiN",1,1,"CDS","cds-BAA16489.2","ECK2601","JW2585","b2604",FALSE
"2545","yfiB",1,1,"CDS","cds-BAA16490.1","ECK2602","JW2586","b2605",FALSE
"2546","rplS",1,1,"CDS","cds-BAA16491.1","ECK2603","JW2587","b2606",FALSE
"2547","trmD",1,1,"CDS","cds-BAA16492.1","ECK2604","JW2588","b2607",FALSE
"2548","rimM",1,1,"CDS","cds-BAA16493.2","ECK2605","JW5413","b2608",FALSE
"2549","rpsP",1,1,"CDS","cds-BAA16494.2","ECK2606","JW2590","b2609",FALSE
"2550","ffh",1,1,"CDS","cds-BAA16495.2","ECK2607","JW5414","b2610",FALSE
"2551","ypjD",1,1,"CDS","cds-BAE76757.1","ECK2608","JW2592","b2611",FALSE
"2552","yfjD",1,1,"CDS","cds-BAA16497.2","ECK2609","JW5415","b4461",FALSE
"2553","grpE",1,1,"CDS","cds-BAA16498.1","ECK2610","JW2594","b2614",FALSE
"2554","yfjB",1,1,"CDS","cds-BAA16500.1","ECK2611","JW2596","b2615",FALSE
"2555","recN",1,1,"CDS","cds-BAA16501.1","ECK2612","JW5416","b2616",FALSE
"2556","smpA",1,1,"CDS","cds-BAA16502.1","ECK2613","JW2598","b2617",FALSE
"2557","yfjF",1,1,"CDS","cds-BAA16503.1","ECK2614","JW2599","b2618",FALSE
"2558","yfjG",1,1,"CDS","cds-BAA16504.1","ECK2615","JW2600","b2619",FALSE
"2559","smpB",1,1,"CDS","cds-BAA16505.2","ECK2616","JW2601","b2620",FALSE
"2560","ssrA",1,2,"tmRNA,tmRNA","rna-ssrA,exon-ssrA-1","ECK2617","JWR0055","b2621",FALSE
"2561","intA",1,1,"CDS","cds-BAA20921.2","ECK2618","JW2602","b2622",FALSE
"2562","yfjH",1,1,"CDS","cds-BAE76758.1","ECK2619","JW2603","b2623",FALSE
"2563","alpA",1,1,"CDS","cds-BAE76759.1","ECK2620","JW2604","b2624",FALSE
"2564","yfjI",1,1,"CDS","cds-BAE76760.1","ECK2621","JW2605","b2625",FALSE
"2565","yfjJ",1,1,"CDS","cds-BAE76761.1","ECK2622","JW2607","b2626",FALSE
"2566","yfjK",1,1,"CDS","cds-BAE76762.1","ECK2623","JW2608","b2627",FALSE
"2567","yfjL",1,1,"CDS","cds-BAE76763.1","ECK2624","JW2609","b2628",FALSE
"2568","yfjM",1,1,"CDS","cds-BAE76764.1","ECK2625","JW2610","b2629",FALSE
"2569","yfjN",1,1,"CDS","cds-BAE76765.1","ECK2626","JW2611","b2630",FALSE
"2570","yfjO",1,1,"CDS","cds-BAE76766.1","ECK2627","JW5418","b2631",FALSE
"2571","yfjP",1,1,"CDS","cds-BAE76767.1","ECK2628","JW5419","b2632",FALSE
"2572","yfjQ",1,1,"CDS","cds-BAE76768.1","ECK2629","JW2614","b2633",FALSE
"2573","yfjR",1,1,"CDS","cds-BAE76769.1","ECK2630","JW2615","b2634",FALSE
"2574","ypjK",1,1,"CDS","cds-BAE76770.1","ECK2631","JW5888","b2635",FALSE
"2575","yfjS",1,1,"CDS","cds-BAE76771.1","ECK2632","JW5921","b2636",FALSE
"2576","yfjT",1,1,"CDS","cds-BAE76772.1","ECK2633","JW2618","b2637",FALSE
"2577","yfjU",1,1,"CDS","cds-BAA16506.2","ECK2634","JW2619","b2638",FALSE
"2578","ypjL",1,1,"CDS","cds-BAA16507.2","ECK2635","JW5922","b2639",FALSE
"2579","yfjV",1,1,"CDS","cds-BAA16508.2","ECK2636","JW2621","b2640",FALSE
"2580","ypjM",1,1,"CDS","cds-ypjM","ECK2637","JW5420","b2641",FALSE
"2581","yfjW",1,1,"CDS","cds-BAA16510.1","ECK2638","JW2623","b2642",FALSE
"2582","yfjX",1,1,"CDS","cds-BAA16511.1","ECK2639","JW2624","b2643",FALSE
"2583","yfjY",1,1,"CDS","cds-BAA16512.1","ECK2640","JW2625","b2644",FALSE
"2584","ypjJ",1,1,"CDS","cds-BAE76773.1","ECK2641","JW5421","b4548",FALSE
"2585","yfjZ",1,1,"CDS","cds-BAA16513.1","ECK2642","JW2626","b2645",FALSE
"2586","ypjF",1,1,"CDS","cds-BAE76774.1","ECK2643","JW2627","b2646",FALSE
"2587","ypjA",1,1,"CDS","cds-BAA16514.2","ECK2644","JW5422","b2647",FALSE
"2588","pinH",1,1,"CDS","cds-pinH","ECK2645","JW5423","b2648",FALSE
"2589","ypjB",1,1,"CDS","cds-BAE76775.1","ECK2646","JW2629","b2649",FALSE
"2590","ypjC",1,1,"CDS","cds-BAE76776.1","ECK2647","JW5424","b2650",FALSE
"2591","ileY",1,2,"tRNA,tRNA","rna-ileY,exon-ileY-1","ECK2648","JWR0056","b2652",FALSE
"2592","ygaQ",1,1,"CDS","cds-BAE76777.1","ECK2649","JW5425","b2654",FALSE
"2593","ygaR",1,1,"CDS","cds-BAA16517.2","ECK2650","JW2631","b4462",FALSE
"2594","yqaC",1,1,"CDS","cds-yqaC","ECK2651","JW5426","b2657",FALSE
"2595","yqaD",1,1,"CDS","cds-BAE76778.1","ECK2652","JW2633","b2658",FALSE
"2596","ygaT",1,1,"CDS","cds-BAE76779.1","ECK2653","JW5427","b2659",FALSE
"2597","ygaF",1,1,"CDS","cds-BAA16521.1","ECK2654","JW2635","b2660",FALSE
"2598","gabD",1,1,"CDS","cds-BAA16524.2","ECK2655","JW2636","b2661",FALSE
"2599","gabT",1,1,"CDS","cds-BAA16525.1","ECK2656","JW2637","b2662",FALSE
"2600","gabP",1,1,"CDS","cds-BAA16526.1","ECK2657","JW2638","b2663",FALSE
"2601","csiR",1,1,"CDS","cds-BAA16527.1","ECK2658","JW2639","b2664",FALSE
"2602","ygaU",1,1,"CDS","cds-BAA16528.2","ECK2659","JW2640","b2665",FALSE
"2603","yqaE",1,1,"CDS","cds-BAA16529.1","ECK2660","JW2641","b2666",FALSE
"2604","ygaV",1,1,"CDS","cds-BAA16530.1","ECK2661","JW2642","b2667",FALSE
"2605","ygaP",1,1,"CDS","cds-BAE76780.1","ECK2662","JW2643","b2668",FALSE
"2606","stpA",1,1,"CDS","cds-BAA16535.1","ECK2663","JW2644","b2669",FALSE
"2607","ygaW",1,1,"CDS","cds-BAE76781.1","ECK2664","JW2645","b2670",FALSE
"2608","ygaC",1,1,"CDS","cds-BAA16536.2","ECK2665","JW2646","b2671",FALSE
"2609","ygaM",1,1,"CDS","cds-BAA16537.1","ECK2666","JW2647","b2672",FALSE
"2610","nrdH",1,1,"CDS","cds-BAE76782.1","ECK2667","JW2648","b2673",FALSE
"2611","nrdI",1,1,"CDS","cds-BAA16538.2","ECK2668","JW2649","b2674",FALSE
"2612","nrdE",1,1,"CDS","cds-BAA16539.2","ECK2669","JW2650","b2675",FALSE
"2613","nrdF",1,1,"CDS","cds-BAA16541.1","ECK2670","JW2651","b2676",FALSE
"2614","proV",1,1,"CDS","cds-BAA16542.1","ECK2671","JW2652","b2677",FALSE
"2615","proW",1,1,"CDS","cds-BAA16543.1","ECK2672","JW2653","b2678",FALSE
"2616","proX",1,1,"CDS","cds-BAA16544.1","ECK2673","JW2654","b2679",FALSE
"2617","ygaX",1,1,"CDS","cds-BAE76783.1","ECK2674","JW2655","b2680",FALSE
"2618","ygaY",1,1,"CDS","cds-ygaY","ECK2675","JW5428","b2681",FALSE
"2619","ygaZ",1,1,"CDS","cds-BAE76784.1","ECK2676","JW2657","b2682",FALSE
"2620","ygaH",1,1,"CDS","cds-BAA16545.1","ECK2677","JW2658","b2683",FALSE
"2621","mprA",1,1,"CDS","cds-BAA16546.1","ECK2678","JW2659","b2684",FALSE
"2622","emrA",1,1,"CDS","cds-BAA16547.1","ECK2679","JW2660","b2685",FALSE
"2623","emrB",1,1,"CDS","cds-BAA16548.1","ECK2680","JW2661","b2686",FALSE
"2624","luxS",1,1,"CDS","cds-BAA16549.1","ECK2681","JW2662","b2687",FALSE
"2625","sraD",1,2,"misc_RNA,misc_RNA","rna-sraD,exon-sraD-1","ECK2682","JWR0246","b4442",FALSE
"2626","gshA",1,1,"CDS","cds-BAA16555.1","ECK2683","JW2663","b2688",FALSE
"2627","yqaA",1,1,"CDS","cds-BAA16556.2","ECK2684","JW2664","b2689",FALSE
"2628","yqaB",1,1,"CDS","cds-BAA16557.1","ECK2685","JW2665","b2690",FALSE
"2629","argQ",1,2,"tRNA,tRNA","rna-argQ,exon-argQ-1","ECK2686","JWR0057","b2691",FALSE
"2630","argZ",1,2,"tRNA,tRNA","rna-argZ,exon-argZ-1","ECK2687","JWR0058","b2692",FALSE
"2631","argY",1,2,"tRNA,tRNA","rna-argY,exon-argY-1","ECK2688","JWR0059","b2693",FALSE
"2632","argV",1,2,"tRNA,tRNA","rna-argV,exon-argV-1","ECK2689","JWR0060","b2694",FALSE
"2633","serV",1,2,"tRNA,tRNA","rna-serV,exon-serV-1","ECK2690","JWR0061","b2695",FALSE
"2634","csrA",1,1,"CDS","cds-BAA16558.1","ECK2691","JW2666","b2696",FALSE
"2635","alaS",1,1,"CDS","cds-BAA16559.1","ECK2692","JW2667","b2697",FALSE
"2636","recX",1,1,"CDS","cds-BAA16560.1","ECK2693","JW2668","b2698",FALSE
"2637","recA",1,1,"CDS","cds-BAA16561.2","ECK2694","JW2669","b2699",FALSE
"2638","ygaD",1,1,"CDS","cds-BAA16562.1","ECK2695","JW2670","b2700",FALSE
"2639","mltB",1,1,"CDS","cds-BAA16563.1","ECK2696","JW2671","b2701",FALSE
"2640","srlA",1,1,"CDS","cds-BAA18886.2","ECK2697","JW5429","b2702",FALSE
"2641","srlE",1,1,"CDS","cds-BAA16564.2","ECK2698","JW5430","b2703",FALSE
"2642","srlB",1,1,"CDS","cds-BAA16565.2","ECK2699","JW2673","b2704",FALSE
"2643","srlD",1,1,"CDS","cds-BAA16566.1","ECK2700","JW2674","b2705",FALSE
"2644","gutM",1,1,"CDS","cds-BAA16567.1","ECK2701","JW2675","b2706",FALSE
"2645","srlR",1,1,"CDS","cds-BAA16568.2","ECK2702","JW2676","b2707",FALSE
"2646","gutQ",1,1,"CDS","cds-BAE76785.1","ECK2703","JW5431","b2708",FALSE
"2647","norR",1,1,"CDS","cds-BAE76786.1","ECK2704","JW5843","b2709",FALSE
"2648","norV",1,1,"CDS","cds-BAE76787.1","ECK2705","JW2680","b2710",FALSE
"2649","norW",1,1,"CDS","cds-BAE76788.1","ECK2706","JW2681","b2711",FALSE
"2650","hypF",1,1,"CDS","cds-BAE76789.1","ECK2707","JW5433","b2712",FALSE
"2651","hydN",1,1,"CDS","cds-BAE76790.1","ECK2708","JW2683","b2713",FALSE
"2652","ascG",1,1,"CDS","cds-BAE76791.1","ECK2709","JW5434","b2714",FALSE
"2653","ascF",1,1,"CDS","cds-BAE76792.1","ECK2710","JW5435","b2715",FALSE
"2654","ascB",1,1,"CDS","cds-BAE76793.1","ECK2711","JW2686","b2716",FALSE
"2655","hycI",1,1,"CDS","cds-BAE76794.1","ECK2712","JW2687","b2717",FALSE
"2656","hycH",1,1,"CDS","cds-BAE76795.1","ECK2713","JW2688","b2718",FALSE
"2657","hycG",1,1,"CDS","cds-BAE76796.1","ECK2714","JW2689","b2719",FALSE
"2658","hycF",1,1,"CDS","cds-BAE76797.1","ECK2715","JW2690","b2720",FALSE
"2659","hycE",1,1,"CDS","cds-BAE76798.1","ECK2716","JW2691","b2721",FALSE
"2660","hycD",1,1,"CDS","cds-BAE76799.1","ECK2717","JW2692","b2722",FALSE
"2661","hycC",1,1,"CDS","cds-BAE76800.1","ECK2718","JW2693","b2723",FALSE
"2662","hycB",1,1,"CDS","cds-BAE76801.1","ECK2719","JW2694","b2724",FALSE
"2663","hycA",1,1,"CDS","cds-BAE76802.1","ECK2720","JW2695","b2725",FALSE
"2664","hypA",1,1,"CDS","cds-BAE76803.1","ECK2721","JW2696","b2726",FALSE
"2665","hypB",1,1,"CDS","cds-BAE76804.1","ECK2722","JW2697","b2727",FALSE
"2666","hypC",1,1,"CDS","cds-BAE76805.1","ECK2723","JW2698","b2728",FALSE
"2667","hypD",1,1,"CDS","cds-BAE76806.1","ECK2724","JW2699","b2729",FALSE
"2668","hypE",1,1,"CDS","cds-BAE76807.1","ECK2725","JW2700","b2730",FALSE
"2669","fhlA",1,1,"CDS","cds-BAE76808.1","ECK2726","JW2701","b2731",FALSE
"2670","ygbA",1,1,"CDS","cds-BAE76809.1","ECK2727","JW2702","b2732",FALSE
"2671","mutS",1,1,"CDS","cds-BAE76810.1","ECK2728","JW2703","b2733",FALSE
"2672","pphB",1,1,"CDS","cds-BAE76811.1","ECK2729","JW2704","b2734",FALSE
"2673","ygbI",1,1,"CDS","cds-BAE76812.1","ECK2730","JW2705","b2735",FALSE
"2674","ygbJ",1,1,"CDS","cds-BAE76813.1","ECK2731","JW2706","b2736",FALSE
"2675","ygbK",1,1,"CDS","cds-BAE76814.1","ECK2732","JW2707","b2737",FALSE
"2676","ygbL",1,1,"CDS","cds-BAE76815.1","ECK2733","JW2708","b2738",FALSE
"2677","ygbM",1,1,"CDS","cds-BAE76816.1","ECK2734","JW2709","b2739",FALSE
"2678","ygbN",1,1,"CDS","cds-BAE76817.1","ECK2735","JW2710","b2740",FALSE
"2679","rpoS",1,1,"CDS","cds-BAE76818.1","ECK2736","JW5437","b2741",FALSE
"2680","nlpD",1,1,"CDS","cds-BAE76819.1","ECK2737","JW2712","b2742",FALSE
"2681","pcm",1,1,"CDS","cds-BAE76820.1","ECK2738","JW2713","b2743",FALSE
"2682","surE",1,1,"CDS","cds-BAE76821.1","ECK2739","JW2714","b2744",FALSE
"2683","truD",1,1,"CDS","cds-BAE76822.1","ECK2740","JW2715","b2745",FALSE
"2684","ispF",1,1,"CDS","cds-BAE76823.1","ECK2741","JW2716","b2746",FALSE
"2685","ispD",1,1,"CDS","cds-BAE76824.1","ECK2742","JW2717","b2747",FALSE
"2686","ftsB",1,1,"CDS","cds-BAE76825.1","ECK2743","JW2718","b2748",FALSE
"2687","ygbE",1,1,"CDS","cds-BAE76826.1","ECK2744","JW2719","b2749",FALSE
"2688","cysC",1,1,"CDS","cds-BAE76827.1","ECK2745","JW2720","b2750",FALSE
"2689","cysN",1,1,"CDS","cds-BAE76828.1","ECK2746","JW2721","b2751",FALSE
"2690","cysD",1,1,"CDS","cds-BAE76829.1","ECK2747","JW2722","b2752",FALSE
"2691","iap",1,1,"CDS","cds-BAE76830.1","ECK2748","JW2723","b2753",FALSE
"2692","ygbF",1,1,"CDS","cds-BAE76831.1","ECK2749","JW5438","b2754",FALSE
"2693","ygbT",1,1,"CDS","cds-BAE76832.1","ECK2750","JW2725","b2755",FALSE
"2694","ygcH",1,1,"CDS","cds-BAE76833.1","ECK2751","JW2726","b2756",FALSE
"2695","ygcI",1,1,"CDS","cds-BAE76834.1","ECK2752","JW5844","b2757",FALSE
"2696","ygcJ",1,1,"CDS","cds-BAE76835.1","ECK2753","JW2728","b2758",FALSE
"2697","ygcK",1,1,"CDS","cds-BAE76836.1","ECK2754","JW2729","b2759",FALSE
"2698","ygcL",1,1,"CDS","cds-BAE76837.1","ECK2755","JW2730","b2760",FALSE
"2699","ygcB",1,1,"CDS","cds-BAE76838.1","ECK2756","JW2731","b2761",FALSE
"2700","cysH",1,1,"CDS","cds-BAE76839.1","ECK2757","JW2732","b2762",FALSE
"2701","cysI",1,1,"CDS","cds-BAE76840.1","ECK2758","JW2733","b2763",FALSE
"2702","cysJ",1,1,"CDS","cds-BAE76841.1","ECK2759","JW2734","b2764",FALSE
"2703","ygcM",1,1,"CDS","cds-BAE76842.1","ECK2760","JW2735","b2765",FALSE
"2704","ygcN",1,1,"CDS","cds-BAE76843.1","ECK2761","JW2736","b2766",FALSE
"2705","ygcO",1,1,"CDS","cds-BAE76844.1","ECK2762","JW2737","b2767",FALSE
"2706","ygcP",1,1,"CDS","cds-BAE76845.1","ECK2763","JW2738","b2768",FALSE
"2707","ygcQ",1,1,"CDS","cds-BAE76846.1","ECK2764","JW5440","b2769",FALSE
"2708","ygcR",1,1,"CDS","cds-BAE76847.1","ECK2765","JW5441","b2770",FALSE
"2709","ygcS",1,1,"CDS","cds-BAE76848.1","ECK2766","JW5845","b2771",FALSE
"2710","ygcU",1,1,"CDS","cds-BAE76849.1","ECK2767","JW5442","b4463",FALSE
"2711","ygcW",1,1,"CDS","cds-BAA16569.2","ECK2768","JW5443","b2774",FALSE
"2712","yqcE",1,1,"CDS","cds-BAA16570.1","ECK2769","JW2746","b2775",FALSE
"2713","ygcE",1,1,"CDS","cds-BAE76850.1","ECK2770","JW5444","b2776",FALSE
"2714","ygcF",1,1,"CDS","cds-BAE76851.1","ECK2771","JW2748","b2777",FALSE
"2715","ygcG",1,1,"CDS","cds-BAE76852.1","ECK2772","JW5445","b2778",FALSE
"2716","eno",1,1,"CDS","cds-BAE76853.1","ECK2773","JW2750","b2779",FALSE
"2717","pyrG",1,1,"CDS","cds-BAE76854.1","ECK2774","JW2751","b2780",FALSE
"2718","mazG",1,1,"CDS","cds-BAE76855.1","ECK2775","JW2752","b2781",FALSE
"2719","chpA",1,1,"CDS","cds-BAE76856.1","ECK2776","JW2753","b2782",FALSE
"2720","chpR",1,1,"CDS","cds-BAE76857.1","ECK2777","JW2754","b2783",FALSE
"2721","relA",1,1,"CDS","cds-BAE76858.1","ECK2778","JW2755","b2784",FALSE
"2722","rumA",1,1,"CDS","cds-BAE76859.1","ECK2779","JW2756","b2785",FALSE
"2723","barA",1,1,"CDS","cds-BAA16571.2","ECK2780","JW2757","b2786",FALSE
"2724","gudD",1,1,"CDS","cds-BAA16572.2","ECK2781","JW2758","b2787",FALSE
"2725","gudX",1,1,"CDS","cds-BAE76860.1","ECK2782","JW2759","b2788",FALSE
"2726","gudP",1,1,"CDS","cds-BAE76861.1","ECK2783","JW2760","b2789",FALSE
"2727","yqcA",1,1,"CDS","cds-BAE76862.1","ECK2784","JW2761","b2790",FALSE
"2728","yqcB",1,1,"CDS","cds-BAE76863.1","ECK2785","JW2762","b2791",FALSE
"2729","yqcC",1,1,"CDS","cds-BAE76864.1","ECK2786","JW2763","b2792",FALSE
"2730","csrB",1,2,"misc_RNA,misc_RNA","rna-csrB,exon-csrB-1","ECK2787","JWR0062","b4408",FALSE
"2731","syd",1,1,"CDS","cds-BAE76865.1","ECK2788","JW2764","b2793",FALSE
"2732","yqcD",1,1,"CDS","cds-BAE76866.1","ECK2789","JW2765","b2794",FALSE
"2733","ygdH",1,1,"CDS","cds-BAE76867.1","ECK2790","JW2766","b2795",FALSE
"2734","sdaC",1,1,"CDS","cds-BAE76868.1","ECK2791","JW2767","b2796",FALSE
"2735","sdaB",1,1,"CDS","cds-BAE76869.1","ECK2792","JW2768","b2797",FALSE
"2736","exo",1,1,"CDS","cds-BAE76870.1","ECK2793","JW5446","b2798",FALSE
"2737","fucO",1,1,"CDS","cds-BAE76871.1","ECK2794","JW2770","b2799",FALSE
"2738","fucA",1,1,"CDS","cds-BAE76872.1","ECK2795","JW2771","b2800",FALSE
"2739","fucP",1,1,"CDS","cds-BAE76873.1","ECK2796","JW2772","b2801",FALSE
"2740","fucI",1,1,"CDS","cds-BAE76874.1","ECK2797","JW2773","b2802",FALSE
"2741","fucK",1,1,"CDS","cds-BAE76875.1","ECK2798","JW2774","b2803",FALSE
"2742","fucU",1,1,"CDS","cds-BAE76876.1","ECK2799","JW2775","b2804",FALSE
"2743","fucR",1,1,"CDS","cds-BAE76877.1","ECK2800","JW2776","b2805",FALSE
"2744","ygdE",1,1,"CDS","cds-BAE76878.1","ECK2801","JW2777","b2806",FALSE
"2745","ygdD",1,1,"CDS","cds-BAE76879.1","ECK2802","JW2778","b2807",FALSE
"2746","gcvA",1,1,"CDS","cds-BAE76880.1","ECK2803","JW2779","b2808",FALSE
"2747","gcvB",1,2,"misc_RNA,misc_RNA","rna-gcvB,exon-gcvB-1","ECK2804","JWR0247","b4443",FALSE
"2748","ygdI",1,1,"CDS","cds-BAE76881.1","ECK2805","JW5448","b2809",FALSE
"2749","csdA",1,1,"CDS","cds-BAE76882.1","ECK2806","JW2781","b2810",FALSE
"2750","ygdK",1,1,"CDS","cds-BAE76883.1","ECK2807","JW2782","b2811",FALSE
"2751","ygdL",1,1,"CDS","cds-BAE76884.1","ECK2808","JW2783","b2812",FALSE
"2752","mltA",1,1,"CDS","cds-BAE76885.1","ECK2809","JW2784","b2813",FALSE
"2753","metZ",1,2,"tRNA,tRNA","rna-metZ,exon-metZ-1","ECK2810","JWR0206","b2814",FALSE
"2754","metW",1,2,"tRNA,tRNA","rna-metW,exon-metW-1","ECK2811","JWR0207","b2815",FALSE
"2755","metV",1,2,"tRNA,tRNA","rna-metV,exon-metV-1","ECK2812","JWR0208","b2816",FALSE
"2756","amiC",1,1,"CDS","cds-BAE76886.1","ECK2813","JW5449","b2817",FALSE
"2757","argA",1,1,"CDS","cds-BAE76887.1","ECK2814","JW2786","b2818",FALSE
"2758","recD",1,1,"CDS","cds-BAE76888.1","ECK2815","JW2787","b2819",FALSE
"2759","recB",1,1,"CDS","cds-BAE76889.1","ECK2816","JW2788","b2820",FALSE
"2760","ptr",1,1,"CDS","cds-BAE76890.1","ECK2817","JW2789","b2821",FALSE
"2761","recC",1,1,"CDS","cds-BAE76891.1","ECK2818","JW2790","b2822",FALSE
"2762","ppdC",1,1,"CDS","cds-BAE76892.1","ECK2819","JW2791","b2823",FALSE
"2763","ygdB",1,1,"CDS","cds-BAE76893.1","ECK2820","JW5450","b2824",FALSE
"2764","ppdB",1,1,"CDS","cds-BAE76894.1","ECK2821","JW5451","b2825",FALSE
"2765","ppdA",1,1,"CDS","cds-BAE76895.1","ECK2822","JW2794","b2826",FALSE
"2766","thyA",1,1,"CDS","cds-BAE76896.1","ECK2823","JW2795","b2827",FALSE
"2767","lgt",1,1,"CDS","cds-BAE76897.1","ECK2824","JW2796","b2828",FALSE
"2768","ptsP",1,1,"CDS","cds-BAE76898.1","ECK2825","JW2797","b2829",FALSE
"2769","nudH",1,1,"CDS","cds-BAE76899.1","ECK2826","JW2798","b2830",FALSE
"2770","mutH",1,1,"CDS","cds-BAE76900.1","ECK2827","JW2799","b2831",FALSE
"2771","ygdQ",1,1,"CDS","cds-BAE76901.1","ECK2828","JW2800","b2832",FALSE
"2772","ygdR",1,1,"CDS","cds-BAE76902.1","ECK2829","JW2801","b2833",FALSE
"2773","tas",1,1,"CDS","cds-BAE76903.1","ECK2830","JW2802","b2834",FALSE
"2774","ygeD",1,1,"CDS","cds-BAE76904.1","ECK2831","JW2803","b2835",FALSE
"2775","aas",1,1,"CDS","cds-BAE76905.1","ECK2832","JW2804","b2836",FALSE
"2776","rygA",1,2,"misc_RNA,misc_RNA","rna-rygA,exon-rygA-1","ECK2833","JWR0248","b4444",FALSE
"2777","rygB",1,2,"misc_RNA,misc_RNA","rna-rygB,exon-rygB-1","ECK2834","JWR0249","b4445",FALSE
"2778","galR",1,1,"CDS","cds-BAE76906.1","ECK2835","JW2805","b2837",FALSE
"2779","lysA",1,1,"CDS","cds-BAE76907.1","ECK2836","JW2806","b2838",FALSE
"2780","lysR",1,1,"CDS","cds-BAE76908.1","ECK2837","JW2807","b2839",FALSE
"2781","ygeA",1,1,"CDS","cds-BAE76909.1","ECK2838","JW2808","b2840",FALSE
"2782","araE",1,1,"CDS","cds-BAE76910.1","ECK2839","JW2809","b2841",FALSE
"2783","kduD",1,1,"CDS","cds-BAE76911.1","ECK2840","JW2810","b2842",FALSE
